"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","14435","Successfully search a valid product,","","Tue Apr 15 21:13:23 GMT+06:00 2025","passed","Tue Apr 15 21:13:37 GMT+06:00 2025","","Evershop website automation suite","",""
